Month,EFPG_name,Unit_value_mean_wtd,Unit_value_se_wtd,Unit_value_mean_unwtd,Price_index_GEKS
1,Whole-grain breakfast grains,0.472,0.0037,0.469,0.966975561
2,Whole-grain breakfast grains,0.497,0.0045,0.483,1.003478872
3,Whole-grain breakfast grains,0.483,0.0036,0.474,0.977547088
4,Whole-grain breakfast grains,0.482,0.0047,0.475,0.979633857
5,Whole-grain breakfast grains,0.494,0.0042,0.483,1.008898983
6,Whole-grain breakfast grains,0.478,0.0041,0.475,0.991375701
7,Whole-grain breakfast grains,0.493,0.0044,0.487,1.024101165
8,Whole-grain breakfast grains,0.494,0.0046,0.487,1.012602772
9,Whole-grain breakfast grains,0.481,0.0053,0.476,1.001945824
10,Whole-grain breakfast grains,0.49,0.0043,0.484,0.998934529
11,Whole-grain breakfast grains,0.487,0.0048,0.484,0.999480964
12,Whole-grain breakfast grains,0.501,0.0054,0.483,1.030000364
1,Whole-grain breakfast grains,0.398,0.0195,0.439,0.961417369
2,Whole-grain breakfast grains,0.389,0.0174,0.427,0.946360156
3,Whole-grain breakfast grains,0.391,0.0187,0.425,0.957178861
4,Whole-grain breakfast grains,0.396,0.0192,0.427,0.969681364
5,Whole-grain breakfast grains,0.403,0.021,0.45,1.005029802
6,Whole-grain breakfast grains,0.408,0.0229,0.464,1.029117339
7,Whole-grain breakfast grains,0.405,0.0231,0.463,1.022354251
8,Whole-grain breakfast grains,0.389,0.021,0.432,0.981327611
9,Whole-grain breakfast grains,0.391,0.0206,0.427,0.959150499
10,Whole-grain breakfast grains,0.378,0.0182,0.409,0.918262291
11,Whole-grain breakfast grains,0.379,0.0144,0.414,0.919935846
12,Whole-grain breakfast grains,0.381,0.0181,0.399,0.939218307
1,Whole-grain breakfast grains,0.42,0.0033,0.412,0.971376278
2,Whole-grain breakfast grains,0.413,0.0037,0.406,0.961600484
3,Whole-grain breakfast grains,0.407,0.0041,0.4,0.955672436
4,Whole-grain breakfast grains,0.413,0.0044,0.406,0.974580976
5,Whole-grain breakfast grains,0.411,0.0044,0.405,0.976103586
6,Whole-grain breakfast grains,0.415,0.0047,0.406,0.99358258
7,Whole-grain breakfast grains,0.415,0.0047,0.406,0.987097751
8,Whole-grain breakfast grains,0.418,0.005,0.408,0.987765485
9,Whole-grain breakfast grains,0.413,0.0044,0.407,0.968685196
10,Whole-grain breakfast grains,0.422,0.0047,0.41,0.976291688
11,Whole-grain breakfast grains,0.422,0.0044,0.412,0.980201316
12,Whole-grain breakfast grains,0.417,0.004,0.407,0.971418119
1,Whole-grain breakfast grains,0.365,0.0162,0.402,0.977424911
2,Whole-grain breakfast grains,0.362,0.016,0.402,0.976773004
3,Whole-grain breakfast grains,0.353,0.016,0.4,0.965514973
4,Whole-grain breakfast grains,0.362,0.0167,0.411,0.992075232
5,Whole-grain breakfast grains,0.357,0.0194,0.405,0.985474575
6,Whole-grain breakfast grains,0.353,0.0163,0.403,0.980760603
7,Whole-grain breakfast grains,0.35,0.0176,0.401,0.976839066
8,Whole-grain breakfast grains,0.352,0.0164,0.406,0.975496996
9,Whole-grain breakfast grains,0.35,0.0137,0.406,0.960726043
10,Whole-grain breakfast grains,0.347,0.0126,0.404,0.960476478
11,Whole-grain breakfast grains,0.351,0.0129,0.408,0.96330307
12,Whole-grain breakfast grains,0.371,0.0128,0.406,0.968772656
1,Whole-grain breakfast grains,0.403,0.0068,0.384,0.964483611
2,Whole-grain breakfast grains,0.391,0.0062,0.376,0.949958908
3,Whole-grain breakfast grains,0.384,0.0059,0.372,0.94048502
4,Whole-grain breakfast grains,0.39,0.0069,0.377,0.960715341
5,Whole-grain breakfast grains,0.389,0.0066,0.377,0.965132307
6,Whole-grain breakfast grains,0.395,0.0073,0.378,0.988873296
7,Whole-grain breakfast grains,0.395,0.0067,0.378,0.985038464
8,Whole-grain breakfast grains,0.396,0.0073,0.383,0.980095539
9,Whole-grain breakfast grains,0.39,0.0064,0.385,0.951141412
10,Whole-grain breakfast grains,0.41,0.0068,0.39,0.97195281
11,Whole-grain breakfast grains,0.408,0.0071,0.39,0.978501373
12,Whole-grain breakfast grains,0.404,0.0062,0.386,0.970754327
1,Whole-grain breakfast grains,0.428,0.0145,0.454,1.037472022
2,Whole-grain breakfast grains,0.441,0.0086,0.46,1.061441889
3,Whole-grain breakfast grains,0.441,0.0102,0.453,1.060325059
4,Whole-grain breakfast grains,0.433,0.0126,0.455,1.070944751
5,Whole-grain breakfast grains,0.42,0.0101,0.453,1.051849059
6,Whole-grain breakfast grains,0.434,0.011,0.459,1.069198772
7,Whole-grain breakfast grains,0.419,0.0099,0.449,1.051637252
8,Whole-grain breakfast grains,0.43,0.0131,0.454,1.064737609
9,Whole-grain breakfast grains,0.426,0.0095,0.453,1.038181862
10,Whole-grain breakfast grains,0.437,0.0117,0.464,1.057849224
11,Whole-grain breakfast grains,0.448,0.0105,0.462,1.081563065
12,Whole-grain breakfast grains,0.471,0.0103,0.474,1.129999583
1,Whole-grain breakfast grains,0.435,0.0038,0.448,0.929295182
2,Whole-grain breakfast grains,0.427,0.0036,0.445,0.913651997
3,Whole-grain breakfast grains,0.473,0.0034,0.458,0.976310043
4,Whole-grain breakfast grains,0.449,0.003,0.447,0.958374796
5,Whole-grain breakfast grains,0.469,0.0036,0.472,1.027117338
6,Whole-grain breakfast grains,0.442,0.0037,0.431,0.995493232
7,Whole-grain breakfast grains,0.475,0.0035,0.475,1.059240147
8,Whole-grain breakfast grains,0.465,0.0033,0.461,1.022773052
9,Whole-grain breakfast grains,0.466,0.0037,0.47,1.009880571
10,Whole-grain breakfast grains,0.45,0.0045,0.461,0.989156888
11,Whole-grain breakfast grains,0.432,0.004,0.42,0.958971088
12,Whole-grain breakfast grains,0.448,0.0031,0.44,0.960382802
1,Whole-grain breakfast grains,0.494,0.0078,0.478,1.091772888
2,Whole-grain breakfast grains,0.505,0.0081,0.477,1.090676227
3,Whole-grain breakfast grains,0.51,0.0091,0.479,1.113029833
4,Whole-grain breakfast grains,0.495,0.0077,0.486,1.151590834
5,Whole-grain breakfast grains,0.503,0.0066,0.495,1.145662247
6,Whole-grain breakfast grains,0.504,0.0071,0.496,1.174754001
7,Whole-grain breakfast grains,0.502,0.0071,0.489,1.154009202
8,Whole-grain breakfast grains,0.511,0.0071,0.498,1.155604334
9,Whole-grain breakfast grains,0.502,0.0075,0.483,1.130968866
10,Whole-grain breakfast grains,0.523,0.0078,0.492,1.146401008
11,Whole-grain breakfast grains,0.513,0.0071,0.495,1.133043291
12,Whole-grain breakfast grains,0.519,0.0078,0.499,1.155736669
1,Whole-grain breakfast grains,0.456,0.0039,0.442,0.991479485
2,Whole-grain breakfast grains,0.446,0.0039,0.439,0.960751559
3,Whole-grain breakfast grains,0.434,0.0036,0.434,0.954339613
4,Whole-grain breakfast grains,0.447,0.0038,0.445,0.996395291
5,Whole-grain breakfast grains,0.448,0.0043,0.447,0.999863269
6,Whole-grain breakfast grains,0.459,0.0051,0.451,1.021230437
7,Whole-grain breakfast grains,0.444,0.0038,0.444,0.974948831
8,Whole-grain breakfast grains,0.462,0.0049,0.454,1.004616286
9,Whole-grain breakfast grains,0.463,0.0051,0.449,1.007006872
10,Whole-grain breakfast grains,0.462,0.0047,0.452,0.987872826
11,Whole-grain breakfast grains,0.456,0.0044,0.449,0.978397099
12,Whole-grain breakfast grains,0.465,0.0037,0.454,1.009035122
1,"Whole-grain flour, bread mixes, and frozen dough",0.25,0.001,0.241,1.018616687
2,"Whole-grain flour, bread mixes, and frozen dough",0.25,0.001,0.243,1.021132525
3,"Whole-grain flour, bread mixes, and frozen dough",0.25,0.0038,0.237,0.996558291
4,"Whole-grain flour, bread mixes, and frozen dough",0.248,0.0012,0.238,1.002841024
5,"Whole-grain flour, bread mixes, and frozen dough",0.254,0.0013,0.247,1.029140314
6,"Whole-grain flour, bread mixes, and frozen dough",0.255,0.0012,0.249,1.032641088
7,"Whole-grain flour, bread mixes, and frozen dough",0.255,0.0011,0.247,1.033569715
8,"Whole-grain flour, bread mixes, and frozen dough",0.253,0.0012,0.245,1.034439129
9,"Whole-grain flour, bread mixes, and frozen dough",0.246,0.001,0.24,1.023872535
10,"Whole-grain flour, bread mixes, and frozen dough",0.236,0.001,0.232,1.002923328
11,"Whole-grain flour, bread mixes, and frozen dough",0.231,0.0013,0.224,0.97622073
12,"Whole-grain flour, bread mixes, and frozen dough",0.233,0.0022,0.224,0.970094584
1,"Whole-grain flour, bread mixes, and frozen dough",0.281,0.0028,0.27,1.039749917
2,"Whole-grain flour, bread mixes, and frozen dough",0.278,0.0031,0.269,1.028549729
3,"Whole-grain flour, bread mixes, and frozen dough",0.295,0.0169,0.267,1.013245114
4,"Whole-grain flour, bread mixes, and frozen dough",0.283,0.0029,0.27,1.04123655
5,"Whole-grain flour, bread mixes, and frozen dough",0.281,0.0029,0.274,1.037264076
6,"Whole-grain flour, bread mixes, and frozen dough",0.285,0.0032,0.274,1.038840098
7,"Whole-grain flour, bread mixes, and frozen dough",0.285,0.0034,0.272,1.039934863
8,"Whole-grain flour, bread mixes, and frozen dough",0.285,0.0035,0.269,1.050663018
9,"Whole-grain flour, bread mixes, and frozen dough",0.27,0.0028,0.261,1.028770477
10,"Whole-grain flour, bread mixes, and frozen dough",0.247,0.0027,0.239,0.986507082
11,"Whole-grain flour, bread mixes, and frozen dough",0.239,0.0026,0.231,0.957116567
12,"Whole-grain flour, bread mixes, and frozen dough",0.244,0.0027,0.234,0.961947322
1,"Whole-grain flour, bread mixes, and frozen dough",0.213,0.002,0.214,0.985365091
2,"Whole-grain flour, bread mixes, and frozen dough",0.215,0.0019,0.218,0.981866449
3,"Whole-grain flour, bread mixes, and frozen dough",0.21,0.0018,0.213,0.96062364
4,"Whole-grain flour, bread mixes, and frozen dough",0.213,0.0025,0.213,0.961060333
5,"Whole-grain flour, bread mixes, and frozen dough",0.219,0.003,0.221,0.993626461
6,"Whole-grain flour, bread mixes, and frozen dough",0.218,0.0027,0.224,0.990589966
7,"Whole-grain flour, bread mixes, and frozen dough",0.221,0.002,0.224,0.997333484
8,"Whole-grain flour, bread mixes, and frozen dough",0.218,0.0024,0.222,0.998273312
9,"Whole-grain flour, bread mixes, and frozen dough",0.213,0.0019,0.22,0.985637643
10,"Whole-grain flour, bread mixes, and frozen dough",0.21,0.0017,0.217,0.977669169
11,"Whole-grain flour, bread mixes, and frozen dough",0.206,0.0024,0.213,0.961467644
12,"Whole-grain flour, bread mixes, and frozen dough",0.205,0.0026,0.213,0.951719842
1,"Whole-grain flour, bread mixes, and frozen dough",0.241,0.001,0.227,0.990050021
2,"Whole-grain flour, bread mixes, and frozen dough",0.24,0.001,0.228,0.995131443
3,"Whole-grain flour, bread mixes, and frozen dough",0.237,0.0012,0.222,0.955907849
4,"Whole-grain flour, bread mixes, and frozen dough",0.235,0.001,0.223,0.953616712
5,"Whole-grain flour, bread mixes, and frozen dough",0.237,0.0009,0.229,0.987952796
6,"Whole-grain flour, bread mixes, and frozen dough",0.237,0.0008,0.229,0.996784724
7,"Whole-grain flour, bread mixes, and frozen dough",0.238,0.0008,0.229,0.999478849
8,"Whole-grain flour, bread mixes, and frozen dough",0.236,0.0008,0.227,1.0022859
9,"Whole-grain flour, bread mixes, and frozen dough",0.232,0.0008,0.224,0.996209222
10,"Whole-grain flour, bread mixes, and frozen dough",0.227,0.0007,0.219,0.990911465
11,"Whole-grain flour, bread mixes, and frozen dough",0.218,0.0007,0.212,0.958631275
12,"Whole-grain flour, bread mixes, and frozen dough",0.219,0.0006,0.213,0.940392057
1,"Whole-grain flour, bread mixes, and frozen dough",0.268,0.0022,0.255,1.087780352
2,"Whole-grain flour, bread mixes, and frozen dough",0.27,0.0019,0.261,1.098522732
3,"Whole-grain flour, bread mixes, and frozen dough",0.263,0.002,0.249,1.081474458
4,"Whole-grain flour, bread mixes, and frozen dough",0.267,0.0025,0.251,1.074281432
5,"Whole-grain flour, bread mixes, and frozen dough",0.279,0.0028,0.269,1.123780316
6,"Whole-grain flour, bread mixes, and frozen dough",0.283,0.0025,0.273,1.117956987
7,"Whole-grain flour, bread mixes, and frozen dough",0.28,0.0025,0.269,1.123228396
8,"Whole-grain flour, bread mixes, and frozen dough",0.275,0.0023,0.266,1.112504998
9,"Whole-grain flour, bread mixes, and frozen dough",0.268,0.0022,0.258,1.10617397
10,"Whole-grain flour, bread mixes, and frozen dough",0.259,0.0021,0.254,1.079094664
11,"Whole-grain flour, bread mixes, and frozen dough",0.257,0.0033,0.241,1.035146816
12,"Whole-grain flour, bread mixes, and frozen dough",0.258,0.0061,0.236,1.017735162
1,"Whole-grain flour, bread mixes, and frozen dough",0.216,0.0057,0.203,0.934250086
2,"Whole-grain flour, bread mixes, and frozen dough",0.225,0.0045,0.21,0.941805331
3,"Whole-grain flour, bread mixes, and frozen dough",0.215,0.003,0.206,0.912469245
4,"Whole-grain flour, bread mixes, and frozen dough",0.215,0.0047,0.202,0.936547661
5,"Whole-grain flour, bread mixes, and frozen dough",0.217,0.0046,0.208,0.934420307
6,"Whole-grain flour, bread mixes, and frozen dough",0.222,0.0045,0.209,0.950880788
7,"Whole-grain flour, bread mixes, and frozen dough",0.221,0.004,0.209,0.943774487
8,"Whole-grain flour, bread mixes, and frozen dough",0.214,0.0035,0.205,0.943282645
9,"Whole-grain flour, bread mixes, and frozen dough",0.206,0.0022,0.198,0.913536357
10,"Whole-grain flour, bread mixes, and frozen dough",0.206,0.0027,0.197,0.935369319
11,"Whole-grain flour, bread mixes, and frozen dough",0.199,0.0036,0.188,0.902994817
12,"Whole-grain flour, bread mixes, and frozen dough",0.197,0.0011,0.193,0.861570433
1,"Whole-grain flour, bread mixes, and frozen dough",0.277,0.0029,0.278,1.005328523
2,"Whole-grain flour, bread mixes, and frozen dough",0.28,0.0037,0.28,0.998753364
3,"Whole-grain flour, bread mixes, and frozen dough",0.281,0.004,0.281,0.988801294
4,"Whole-grain flour, bread mixes, and frozen dough",0.281,0.0058,0.279,1.011922429
5,"Whole-grain flour, bread mixes, and frozen dough",0.287,0.004,0.286,1.012560723
6,"Whole-grain flour, bread mixes, and frozen dough",0.29,0.0043,0.289,1.010641172
7,"Whole-grain flour, bread mixes, and frozen dough",0.288,0.0031,0.289,1.016288193
8,"Whole-grain flour, bread mixes, and frozen dough",0.287,0.004,0.283,1.013533638
9,"Whole-grain flour, bread mixes, and frozen dough",0.252,0.0049,0.265,0.956543256
10,"Whole-grain flour, bread mixes, and frozen dough",0.242,0.0044,0.25,0.927694865
11,"Whole-grain flour, bread mixes, and frozen dough",0.226,0.0034,0.235,0.890085422
12,"Whole-grain flour, bread mixes, and frozen dough",0.238,0.0027,0.244,0.910344295
1,"Whole-grain flour, bread mixes, and frozen dough",0.234,0.0122,0.252,0.997951288
2,"Whole-grain flour, bread mixes, and frozen dough",0.239,0.0126,0.254,0.991612015
3,"Whole-grain flour, bread mixes, and frozen dough",0.234,0.0112,0.253,0.977333676
4,"Whole-grain flour, bread mixes, and frozen dough",0.24,0.0134,0.252,0.968517106
5,"Whole-grain flour, bread mixes, and frozen dough",0.234,0.0155,0.264,0.988367792
6,"Whole-grain flour, bread mixes, and frozen dough",0.226,0.0188,0.273,0.989829674
7,"Whole-grain flour, bread mixes, and frozen dough",0.237,0.012,0.265,1.01761295
8,"Whole-grain flour, bread mixes, and frozen dough",0.227,0.0102,0.249,0.971734522
9,"Whole-grain flour, bread mixes, and frozen dough",0.212,0.0123,0.25,0.95924276
10,"Whole-grain flour, bread mixes, and frozen dough",0.222,0.0105,0.245,0.963383526
11,"Whole-grain flour, bread mixes, and frozen dough",0.2,0.019,0.244,0.963805357
12,"Whole-grain flour, bread mixes, and frozen dough",0.196,0.0185,0.237,0.940603796
1,"Whole-grain flour, bread mixes, and frozen dough",0.213,0.002,0.201,0.982391366
2,"Whole-grain flour, bread mixes, and frozen dough",0.216,0.0022,0.204,0.986755107
3,"Whole-grain flour, bread mixes, and frozen dough",0.216,0.0024,0.203,0.978766414
4,"Whole-grain flour, bread mixes, and frozen dough",0.218,0.0022,0.205,0.973081235
5,"Whole-grain flour, bread mixes, and frozen dough",0.219,0.002,0.208,0.980475906
6,"Whole-grain flour, bread mixes, and frozen dough",0.22,0.0023,0.207,0.991554668
7,"Whole-grain flour, bread mixes, and frozen dough",0.218,0.002,0.207,0.986671247
8,"Whole-grain flour, bread mixes, and frozen dough",0.219,0.0021,0.208,0.986726717
9,"Whole-grain flour, bread mixes, and frozen dough",0.215,0.0018,0.204,0.978917701
10,"Whole-grain flour, bread mixes, and frozen dough",0.212,0.002,0.199,0.975412356
11,"Whole-grain flour, bread mixes, and frozen dough",0.209,0.002,0.197,0.958493271
12,"Whole-grain flour, bread mixes, and frozen dough",0.211,0.0018,0.2,0.934008707
1,"Whole-grain flour, bread mixes, and frozen dough",0.203,0.0214,0.191,0.948546328
2,"Whole-grain flour, bread mixes, and frozen dough",0.199,0.0057,0.201,0.949028947
3,"Whole-grain flour, bread mixes, and frozen dough",0.198,0.0097,0.193,0.921545793
4,"Whole-grain flour, bread mixes, and frozen dough",0.202,0.0336,0.189,0.888238642
5,"Whole-grain flour, bread mixes, and frozen dough",0.226,0.0589,0.206,0.962315843
6,"Whole-grain flour, bread mixes, and frozen dough",0.212,0.0257,0.205,0.94687305
7,"Whole-grain flour, bread mixes, and frozen dough",0.206,0.016,0.202,0.947311322
8,"Whole-grain flour, bread mixes, and frozen dough",0.223,0.0333,0.208,0.983345458
9,"Whole-grain flour, bread mixes, and frozen dough",0.211,0.014,0.207,0.949290854
10,"Whole-grain flour, bread mixes, and frozen dough",0.206,0.0166,0.204,0.968203436
11,"Whole-grain flour, bread mixes, and frozen dough",0.197,0.0059,0.197,0.921003421
12,"Whole-grain flour, bread mixes, and frozen dough",0.191,0.0054,0.19,0.892232879
1,"Whole-grain flour, bread mixes, and frozen dough",0.214,0.0038,0.194,0.989894588
2,"Whole-grain flour, bread mixes, and frozen dough",0.217,0.0032,0.198,0.997077674
3,"Whole-grain flour, bread mixes, and frozen dough",0.207,0.0028,0.191,0.97073385
4,"Whole-grain flour, bread mixes, and frozen dough",0.207,0.0044,0.189,0.954391257
5,"Whole-grain flour, bread mixes, and frozen dough",0.214,0.0039,0.199,0.986315185
6,"Whole-grain flour, bread mixes, and frozen dough",0.215,0.0043,0.198,0.98824256
7,"Whole-grain flour, bread mixes, and frozen dough",0.215,0.0035,0.196,0.986245784
8,"Whole-grain flour, bread mixes, and frozen dough",0.211,0.0036,0.195,0.989027089
9,"Whole-grain flour, bread mixes, and frozen dough",0.208,0.0038,0.193,0.986861422
10,"Whole-grain flour, bread mixes, and frozen dough",0.21,0.0035,0.195,0.992402109
11,"Whole-grain flour, bread mixes, and frozen dough",0.21,0.0045,0.19,0.978954831
12,"Whole-grain flour, bread mixes, and frozen dough",0.206,0.0043,0.189,0.945982841
1,"Whole-grain flour, bread mixes, and frozen dough",0.323,0.0161,0.28,1.11719081
2,"Whole-grain flour, bread mixes, and frozen dough",0.314,0.012,0.28,1.12351226
3,"Whole-grain flour, bread mixes, and frozen dough",0.307,0.0111,0.284,1.125136914
4,"Whole-grain flour, bread mixes, and frozen dough",0.328,0.0158,0.3,1.155896223
5,"Whole-grain flour, bread mixes, and frozen dough",0.349,0.0174,0.316,1.218055883
6,"Whole-grain flour, bread mixes, and frozen dough",0.357,0.0157,0.331,1.221008225
7,"Whole-grain flour, bread mixes, and frozen dough",0.35,0.0159,0.32,1.209656658
8,"Whole-grain flour, bread mixes, and frozen dough",0.337,0.014,0.311,1.165135186
9,"Whole-grain flour, bread mixes, and frozen dough",0.337,0.0148,0.309,1.197641847
10,"Whole-grain flour, bread mixes, and frozen dough",0.311,0.0162,0.28,1.107164884
11,"Whole-grain flour, bread mixes, and frozen dough",0.33,0.0179,0.26,1.099801248
12,"Whole-grain flour, bread mixes, and frozen dough",0.326,0.0218,0.255,1.060498743
1,"Whole-grain flour, bread mixes, and frozen dough",0.239,0.0049,0.25,0.974638706
2,"Whole-grain flour, bread mixes, and frozen dough",0.236,0.0034,0.248,0.972476259
3,"Whole-grain flour, bread mixes, and frozen dough",0.268,0.0127,0.245,0.913910601
4,"Whole-grain flour, bread mixes, and frozen dough",0.243,0.0028,0.243,0.949296404
5,"Whole-grain flour, bread mixes, and frozen dough",0.245,0.0037,0.249,0.96847896
6,"Whole-grain flour, bread mixes, and frozen dough",0.242,0.0035,0.246,0.984363185
7,"Whole-grain flour, bread mixes, and frozen dough",0.246,0.0031,0.248,0.985561159
8,"Whole-grain flour, bread mixes, and frozen dough",0.241,0.0044,0.246,0.973114173
9,"Whole-grain flour, bread mixes, and frozen dough",0.235,0.0032,0.24,0.957102031
10,"Whole-grain flour, bread mixes, and frozen dough",0.231,0.0031,0.237,0.961367403
11,"Whole-grain flour, bread mixes, and frozen dough",0.227,0.0032,0.233,0.954889401
12,"Whole-grain flour, bread mixes, and frozen dough",0.222,0.0022,0.224,0.932458504
1,"Whole-grain flour, bread mixes, and frozen dough",0.292,0.0074,0.28,1.101175497
2,"Whole-grain flour, bread mixes, and frozen dough",0.289,0.0084,0.276,1.089440138
3,"Whole-grain flour, bread mixes, and frozen dough",0.352,0.0444,0.279,1.083146595
4,"Whole-grain flour, bread mixes, and frozen dough",0.3,0.0078,0.283,1.116826491
5,"Whole-grain flour, bread mixes, and frozen dough",0.291,0.0074,0.284,1.112261296
6,"Whole-grain flour, bread mixes, and frozen dough",0.303,0.0092,0.287,1.124225442
7,"Whole-grain flour, bread mixes, and frozen dough",0.296,0.0084,0.279,1.106579725
8,"Whole-grain flour, bread mixes, and frozen dough",0.296,0.0085,0.279,1.119014937
